ID,Level,X Coordinate,Y Coordinate,Mode,Zone,Biome,Chroma,???
6081,5,11,11,Terrain,Xleph,85,Flow,36306
6082,14,41,37,Terrain,Shiro,48,Flow,49538
6083,17,9,3,Terrain,Alto,78,Flow,28262
6084,10,28,13,Terrain,[CUR2],85,Pulse,53867
6085,13,26,32,Terrain,Hypermage,39,Flow,51635
6086,14,23,27,Terrain,Exduo,4,Flow,49127
6087,14,6,28,Terrain,Hyphae,61,Flow,22868
6088,13,39,45,Terrain,Valeria,47,Pulse,44413
6089,15,9,3,Terrain,pfpfpfpbbx80,55,Flow,51432
6090,13,35,3,Terrain,Nightrose,43,Flow,41828
6091,19,0,1,Terrain,Alto,17,Flow,53851
6092,10,1,20,Terrain,[HYCA],51,Flow,27690
6093,13,37,29,Terrain,Killscreen,45,Pulse,34205
6094,15,13,2,Terrain,pfpfpfpbbx80,38,Flow,35944
6095,8,3,5,Terrain,Everglades,44,Pulse,21311
6096,14,12,39,Terrain,Hyphae,33,Flow,43688
6097,14,31,9,Terrain,Holo,48,Flow,39762
6098,13,8,39,Terrain,Mecha,3,Flow,41944
6099,6,22,13,Terrain,Mori,16,Pulse,43844
6100,6,2,5,Terrain,Angel,44,Hyper,39015
6101,14,25,26,Terrain,Exduo,45,Flow,49914
6102,12,4,12,Terrain,Palace,33,Pulse,45056
6103,13,30,0,Terrain,Hypermage,40,Flow,43166
6104,14,5,35,Terrain,Shiro,44,Pulse,38117
6105,13,6,23,Terrain,Mecha,0,Flow,27555
6106,13,31,28,Terrain,Arc,46,Pulse,47983
6107,7,17,8,Terrain,Mt Zuka,3,Flow,51427
6108,11,23,4,Terrain,[WEN],48,Pulse,37889
6109,10,28,29,Terrain,[YUNA],41,Flow,15730
6110,13,11,44,Terrain,Nightrose,59,Flow,25835
6111,15,18,1,Terrain,Avidana,66,Hyper,28258
6112,7,14,0,Terrain,First Earth,46,Flow,22704
6113,12,0,14,Terrain,Palace,24,Pulse,30025
6114,14,13,12,Terrain,Holo,39,Flow,53347
6115,14,40,21,Terrain,Mirage,37,Flow,43062
6116,14,28,10,Terrain,Radiant,72,Flow,45745
6117,10,8,30,Terrain,[SEP],49,Flow,47936
6118,14,10,33,Terrain,Riso,48,Flow,20664
6119,6,13,16,Terrain,Bubble,35,Hyper,28136
6120,13,19,39,Terrain,Arc,44,Flow,31750
6121,11,24,31,Terrain,[BLOOD],54,Pulse,45779
6122,10,14,2,Terrain,[YUNA],26,Pulse,48766
6123,15,7,9,Terrain,Linosim,72,Pulse,22631
6124,4,7,5,Terrain,Kairo,54,Flow,41757
6125,14,23,46,Terrain,Exduo,48,Flow,51338
6126,14,35,12,Terrain,Radiant,1,Hyper,28838
6127,14,14,47,Terrain,Holo,58,Flow,42467
6128,14,14,10,Terrain,Holo,45,Flow,36676
6129,11,17,31,Terrain,[BOSS],67,Flow,32018
6130,16,1,8,Terrain,Treasure,65,Flow,24261
6131,13,8,30,Terrain,Mecha,9,Flow,52403
6132,10,31,27,Terrain,[YUNA],43,Flow,31558
6133,13,0,11,Terrain,Hypermage,26,Flow,23341
6134,10,29,27,Terrain,[SEP],6,Flow,53928
6135,15,15,10,Terrain,Linosim,40,Pulse,44846
6136,14,9,7,Terrain,Exduo,80,Hyper,46013
6137,6,11,17,Terrain,Ender,0,Flow,27084
6138,11,2,13,Terrain,[BOSS],30,Pulse,40604
6139,14,0,20,Terrain,Mirage,53,Hyper,53407
6140,11,6,20,Terrain,[DARK],86,Flow,37312
6141,14,37,31,Terrain,Riso,35,Flow,35519
6142,13,46,26,Terrain,Hypermage,8,Flow,33261
6143,17,15,4,Daydream,Alto,45,Flow,39223
6144,16,10,22,Terrain,Greysunn,38,Flow,49085
6145,10,25,8,Terrain,[MOON],87,Hyper,30987
6146,16,20,13,Terrain,Ouallada,27,Flow,38773
6147,14,41,43,Terrain,Hyphae,71,Flow,14787
6148,14,28,4,Terrain,Shiro,34,Flow,48014
6149,11,8,13,Terrain,[BLOOD],83,Hyper,30823
6150,14,16,8,Terrain,Holo,46,Pulse,32169
6151,14,27,34,Terrain,Holo,69,Flow,43349
6152,17,1,6,Terrain,Alto,10,Flow,48126
6153,10,5,6,Terrain,[NOV],64,Flow,27833
6154,14,13,16,Terrain,Holo,49,Flow,38494
6155,13,3,39,Terrain,Mecha,49,Flow,38024
6156,7,12,14,Terrain,Intro Forest,55,Flow,30861
6157,15,11,21,Terrain,Linosim,72,Pulse,36793
6158,13,36,31,Terrain,Valeria,49,Flow,45643
6159,14,12,8,Terrain,Mirage,55,Flow,32246
6160,6,20,7,Terrain,Ender,22,Pulse,49803
6161,9,8,1,Terrain,Dhampir,83,Flow,20980
6162,11,5,22,Terrain,[DARK],49,Flow,43058
6163,11,31,27,Terrain,[MENU],49,Flow,52419
6164,10,29,1,Terrain,[HYCA],31,Flow,46437
6165,14,10,26,Terrain,Hyphae,46,Flow,48370
6166,11,3,11,Terrain,[DARK],53,Flow,37394
6167,11,2,4,Terrain,[BLOOD],7,Pulse,48714
6168,9,1,1,Terrain,Dhampir,90,Flow,36227
6169,14,30,15,Terrain,Holo,33,Flow,33907
6170,13,0,30,Terrain,Dynacrypts,68,Hyper,33620
6171,18,7,2,Terrain,Alto,59,Pulse,45682
6172,15,13,9,Terrain,Antenna,49,Pulse,38606
6173,5,8,15,Terrain,Tetsu,6,Flow,42703
6174,13,47,13,Terrain,Nightrose,64,Flow,44074
6175,13,26,22,Terrain,Mecha,9,Pulse,22115
6176,14,24,28,Terrain,Hyphae,46,Flow,36156
6177,13,47,8,Terrain,Arc,4,Flow,29462
6178,5,9,5,Terrain,Xleph,86,Flow,30313
6179,14,11,20,Terrain,Holo,44,Flow,48580
6180,14,17,27,Terrain,Holo,42,Flow,29191
6181,5,12,13,Terrain,Tetsu,84,Flow,24360
6182,9,10,12,Terrain,Wastelands,49,Hyper,41172
6183,10,4,18,Terrain,[HYCA],82,Pulse,30441
6184,13,24,3,Terrain,Mecha,58,Hyper,6558
6185,13,5,21,Terrain,Mecha,61,Flow,46843
6186,16,16,11,Terrain,Greysunn,70,Hyper,36615
6187,13,42,7,Daydream,Dynacrypts,48,Flow,33349
6188,12,11,0,Terrain,Palace,29,Pulse,38166
6189,14,7,45,Terrain,Holo,5,Flow,46897
6190,3,1,2,Terrain,Kairo,83,Pulse,33168
6191,9,10,1,Terrain,Dhampir,31,Flow,50385
6192,15,1,4,Terrain,Linosim,44,Pulse,34878
6193,10,2,19,Terrain,[HYCA],48,Hyper,37830
6194,15,21,6,Terrain,Venmon,69,Pulse,39453
6195,14,20,2,Terrain,Holo,38,Pulse,42971
6196,12,13,15,Terrain,Muxtai X1,32,Pulse,39208
6197,16,23,4,Terrain,Blossom,45,Flow,48380
6198,8,20,17,Terrain,Everglades,64,Flow,33199
6199,11,3,22,Terrain,[DARK],84,Pulse,25076
6200,8,7,1,Terrain,Everglades,61,Hyper,39614
6201,10,30,29,Terrain,[YUNA],49,Flow,14431
6202,14,39,20,Terrain,Mirage,33,Pulse,52645
6203,13,47,29,Terrain,Nightrose,61,Flow,32829
6204,13,3,24,Terrain,Nightrose,70,Hyper,31031
6205,6,13,8,Terrain,Bubble,39,Flow,53838
6206,9,14,15,Terrain,Dhampir,86,Flow,51376
6207,15,1,1,Terrain,Blushing,70,Flow,40766
6208,10,0,29,Terrain,[HYCA],31,Flow,36952
6209,14,0,25,Terrain,Riso,36,Flow,34847
6210,10,0,9,Terrain,[NOV],25,Flow,41912
6211,13,9,38,Terrain,Mecha,50,Flow,29355
6212,8,20,0,Terrain,Kippsun,16,Flow,40408
6213,14,34,0,Terrain,Hyphae,62,Flow,33811
6214,7,23,11,Terrain,Intro Forest,28,Flow,51332
6215,14,17,13,Terrain,Shiro,27,Flow,47297
6216,13,30,2,Terrain,Nightrose,27,Flow,41115
6217,10,11,21,Terrain,[CUR2],59,Flow,30136
6218,14,47,7,Terrain,Holo,53,Flow,39436
6219,13,43,9,Terrain,Arc,7,Hyper,48261
6220,17,6,11,Terrain,Alto,77,Pulse,40921
6221,10,10,21,Terrain,[CUR2],44,Flow,42468
6222,13,47,44,Terrain,Hypermage,28,Pulse,47562
6223,11,0,10,Terrain,[BLOOD],42,Pulse,39538
6224,16,21,2,Terrain,Ouallada,43,Flow,46935
6225,11,4,5,Terrain,[BLOOD],25,Flow,46307
6226,13,45,21,Terrain,Hypermage,8,Pulse,38415
6227,13,36,20,Terrain,Arc,54,Pulse,28998
6228,4,14,12,Terrain,Kairo,53,Flow,42045
6229,13,47,16,Terrain,Nightrose,64,Hyper,51783
6230,6,6,9,Terrain,Toad,41,Pulse,45573
6231,13,22,3,Terrain,Mecha,48,Flow,40523
6232,13,6,16,Terrain,Hypermage,41,Flow,24502
6233,11,1,10,Terrain,[DARK],51,Flow,53657
6234,6,11,6,Terrain,Rocket,35,Flow,43772
6235,14,38,19,Terrain,Mirage,62,Flow,43217
6236,15,18,0,Terrain,Shahra,6,Pulse,49764
6237,7,5,6,Terrain,Mt Zuka,60,Flow,24527
6238,11,29,1,Terrain,[DARK],1,Flow,51924
6239,14,6,47,Terrain,Mirage,44,Flow,23394
6240,13,21,21,Terrain,Mecha,49,Flow,53901
6241,10,24,16,Terrain,[CUR2],13,Flow,41790
6242,14,36,25,Terrain,Exduo,37,Pulse,53329
6243,14,0,46,Terrain,Exduo,32,Flow,50886
6244,14,46,5,Terrain,Holo,38,Flow,39638
6245,14,47,29,Terrain,Exduo,4,Flow,48638
6246,10,24,28,Terrain,[CUR2],82,Flow,27758
6247,14,1,15,Terrain,Riso,67,Flow,37960
6248,14,10,44,Terrain,Holo,46,Flow,24678
6249,6,14,3,Terrain,Toad,37,Flow,29588
6250,5,5,6,Terrain,Xleph,86,Flow,19224
6251,13,16,31,Terrain,Hypermage,64,Flow,47860
6252,14,7,38,Terrain,Holo,57,Pulse,24308
6253,7,20,1,Terrain,Intro Forest,45,Pulse,52821
6254,14,39,10,Terrain,Hyphae,39,Flow,24221
6255,17,8,6,Terrain,Alto,28,Pulse,39273
6256,8,17,20,Terrain,Kippsun,13,Flow,53958
6257,13,27,13,Terrain,Nightrose,43,Pulse,29321
6258,6,6,22,Terrain,Ender,27,Flow,17382
6259,14,12,38,Origin Daydream,Hyphae,0,Flow,28755
6260,14,10,35,Terrain,Hyphae,47,Flow,35688
6261,13,37,6,Terrain,Hypermage,8,Pulse,51387
6262,14,24,17,Terrain,Holo,38,Flow,33146
6263,16,13,14,Terrain,Uwo,62,Flow,42898
6264,14,1,13,Terrain,Warp,46,Flow,49680
6265,7,13,4,Terrain,Mt Zuka,3,Hyper,48480
6266,14,42,11,Terrain,Holo,44,Pulse,51826
6267,14,36,43,Terrain,Holo,71,Pulse,43158
6268,11,26,0,Terrain,[DARK],8,Pulse,30457
6269,13,20,24,Terrain,Nightrose,52,Flow,47950
6270,4,10,9,Terrain,Kairo,58,Flow,42958
6271,14,10,25,Terrain,Hyphae,35,Pulse,35695
6272,14,13,5,Terrain,Hyphae,1,Pulse,49211
6273,14,42,37,Terrain,Shiro,53,Flow,48947
6274,14,27,47,Terrain,Exduo,42,Hyper,33351
6275,13,40,30,Terrain,Killscreen,64,Flow,53262
6276,10,27,13,Terrain,[NEON],52,Flow,49884
6277,14,4,34,Terrain,Mirage,48,Pulse,21874
6278,16,17,22,Terrain,Greysunn,64,Pulse,24000
6279,16,17,9,Terrain,Blossom,4,Flow,23449
6280,13,21,16,Terrain,Nightrose,34,Pulse,32053
6281,13,27,33,Terrain,Nightrose,50,Flow,52637
6282,7,16,22,Terrain,Jadeite,69,Flow,44675
6283,14,17,7,Terrain,Holo,32,Flow,28445
6284,15,15,9,Terrain,pfpfpfpbbx80,9,Flow,45524
6285,14,13,9,Terrain,Shiro,34,Flow,37311
6286,10,27,17,Terrain,[NEON],2,Flow,43823
6287,17,15,2,Terrain,Alto,3,Pulse,45698
6288,13,31,40,Terrain,Hypermage,51,Flow,36227
6289,13,36,38,Terrain,Dynacrypts,54,Flow,47838
6290,14,36,1,Terrain,Riso,48,Flow,52376
6291,10,29,31,Terrain,[SEP],70,Flow,51877
6292,14,13,30,Terrain,Radiant,1,Flow,40256
6293,11,11,22,Terrain,[BLOOD],0,Flow,14469
6294,14,40,19,Terrain,Shiro,7,Flow,45961
6295,6,1,22,Terrain,Angel,52,Flow,49645
6296,15,18,13,Terrain,Linosim,44,Pulse,39013
6297,8,3,18,Terrain,Akileaf,65,Pulse,37695
6298,7,3,22,Terrain,Zerinia,48,Hyper,22682
6299,10,2,5,Terrain,[HYCA],12,Flow,49223
6300,16,15,7,Terrain,Mould,28,Hyper,41139
6301,14,43,7,Terrain,Holo,48,Pulse,33249
6302,2,4,3,Terrain,Kairo,11,Flow,30997
6303,13,9,37,Terrain,Mecha,26,Flow,26373
6304,7,4,1,Terrain,Zerinia,56,Hyper,49634
6305,10,24,20,Terrain,[NOV],38,Pulse,43947
6306,14,12,43,Terrain,Shiro,70,Flow,28480
6307,13,38,41,Terrain,Killscreen,40,Pulse,40515
6308,15,2,9,Terrain,Blushing,44,Flow,42758
6309,14,23,10,Terrain,Mirage,37,Pulse,43598
6310,14,39,30,Terrain,Riso,25,Flow,23653
6311,10,7,15,Terrain,[YUNA],13,Flow,22504
6312,10,3,1,Terrain,[CUR2],32,Flow,25169
6313,9,6,3,Terrain,Dhampir,86,Flow,51549
6314,11,23,1,Terrain,[DARK],63,Flow,39279
6315,15,0,9,Terrain,Venmon,3,Flow,22188
6316,13,25,38,Terrain,Hypermage,57,Flow,43334
6317,14,44,12,Terrain,Holo,24,Pulse,51719
6318,7,0,3,Daydream,Zerinia,58,Pulse,38481
6319,10,3,28,Terrain,[YUNA],68,Pulse,42448
6320,9,12,10,Terrain,Aria,87,Flow,40357
6321,15,8,16,Terrain,pfpfpfpbbx80,53,Flow,13071
6322,17,0,11,Terrain,Alto,8,Flow,19173
6323,10,12,24,Terrain,[NEON],24,Flow,50730
6324,9,5,0,Terrain,Wastelands,87,Pulse,48225
6325,15,7,12,Terrain,pfpfpfpbbx80,56,Flow,47741
6326,13,16,26,Terrain,Hypermage,59,Flow,40239
6327,18,5,2,Terrain,Alto,90,Flow,50267
6328,16,21,0,Terrain,Ouallada,5,Flow,16771
6329,13,21,38,Terrain,Arc,3,Flow,49980
6330,14,8,12,Terrain,Hyphae,51,Flow,22968
6331,13,35,32,Terrain,Dynacrypts,47,Flow,51938
6332,15,23,11,Terrain,pfpfpfpbbx80,5,Flow,44648
6333,4,7,0,Terrain,Kairo,51,Flow,44203
6334,13,12,13,Terrain,Hypermage,45,Flow,41269
6335,9,7,7,Terrain,Aria,66,Flow,43509
6336,6,5,23,Terrain,Toad,26,Flow,46169
6337,11,23,28,Terrain,[DARK],47,Flow,30393
6338,13,41,18,Terrain,Hypermage,26,Pulse,49390
6339,20,2,2,Terrain,Alto,24,Flow,40589
6340,14,43,26,Terrain,Exduo,34,Flow,43034
6341,13,37,40,Terrain,Valeria,48,Flow,39744
6342,14,20,19,Terrain,Warp,70,Flow,46690
6343,10,22,5,Terrain,[MOON],54,Flow,51013
6344,10,15,2,Terrain,[SEP],15,Pulse,40599
6345,11,16,3,Terrain,[HOME],46,Hyper,45134
6346,16,11,17,Terrain,Blossom,55,Flow,36224
6347,8,17,4,Terrain,Everglades,24,Flow,41878
6348,10,30,1,Terrain,[HYCA],52,Hyper,39769
6349,14,2,42,Terrain,Shiro,9,Flow,50807
6350,10,5,1,Terrain,[HYCA],0,Flow,49110
6351,13,25,21,Terrain,Mecha,54,Flow,29781
6352,14,29,27,Terrain,Riso,44,Pulse,37186
6353,4,5,0,Terrain,Kairo,53,Pulse,42480
6354,11,18,19,Terrain,[MENU],45,Pulse,51319
6355,4,10,15,Terrain,Kairo,51,Flow,43077
6356,13,32,34,Terrain,Nightrose,25,Hyper,42197
6357,10,3,14,Terrain,[YUNA],59,Flow,16119
6358,14,20,29,Daydream,Exduo,72,Flow,36467
6359,6,20,17,Terrain,Mori,38,Flow,40337
6360,14,12,1,Terrain,Hyphae,47,Flow,27503
6361,11,24,21,Terrain,[BOSS],51,Flow,26143
6362,16,12,9,Terrain,Greysunn,62,Pulse,49408
6363,14,17,46,Terrain,Hyphae,70,Flow,41292
6364,13,35,16,Terrain,Dynacrypts,53,Flow,36100
6365,14,32,27,Terrain,Riso,49,Flow,38709
6366,6,13,5,Terrain,Toad,42,Flow,35158
6367,13,40,35,Terrain,Killscreen,54,Pulse,52792
6368,14,2,31,Terrain,Exduo,51,Hyper,36846
6369,8,6,3,Terrain,Promiselands,63,Flow,29962
6370,2,1,2,Terrain,Kairo,78,Hyper,39917
6371,15,14,6,Terrain,Avidana,70,Pulse,32089
6372,15,8,14,Terrain,Pepo,49,Flow,39328
6373,11,31,22,Terrain,[DARK],30,Pulse,47562
6374,13,17,44,Terrain,Arc,70,Pulse,38955
6375,13,34,28,Terrain,Dynacrypts,33,Pulse,32727
6376,11,25,0,Terrain,[DARK],5,Flow,41898
6377,10,2,27,Terrain,[SEP],13,Flow,24863
6378,16,18,15,Terrain,Mould,45,Flow,43663
6379,11,18,13,Terrain,[BLOOD],61,Hyper,41074
6380,14,28,43,Terrain,Hyphae,47,Flow,51715
6381,8,19,7,Terrain,Calyx,40,Hyper,46004
6382,14,6,7,Terrain,Warp,71,Flow,43358
6383,13,19,46,Terrain,Dynacrypts,50,Flow,32241
6384,7,20,23,Terrain,Intro Forest,46,Flow,53443
6385,13,23,11,Terrain,Grove,53,Flow,48193
6386,13,28,26,Terrain,Nightrose,2,Hyper,33711
6387,10,25,10,Terrain,[NEON],36,Pulse,46077
6388,10,6,3,Terrain,[YUNA],6,Flow,53002
6389,13,10,19,Terrain,Grove,51,Flow,37980
6390,16,17,21,Terrain,Mould,28,Flow,50884
6391,6,16,23,Terrain,Toad,35,Hyper,44937
6392,10,8,6,Terrain,[SUN],70,Flow,50340
6393,14,1,47,Terrain,Exduo,55,Pulse,44418
6394,8,16,10,Terrain,Calyx,66,Flow,53520
6395,13,30,42,Terrain,Hypermage,47,Pulse,46704
6396,4,14,8,Terrain,Kairo,55,Flow,21013
6397,16,4,23,Terrain,Greysunn,45,Flow,33578
6398,10,10,30,Terrain,[SEP],14,Flow,40771
6399,13,41,8,Terrain,Dynacrypts,22,Hyper,35505
6400,13,15,25,Terrain,Nightrose,62,Hyper,32868
6401,10,25,27,Terrain,[HYCA],35,Flow,42613
6402,13,4,30,Terrain,Hypermage,55,Flow,19592
6403,14,31,42,Terrain,Holo,67,Flow,50106
6404,10,20,31,Terrain,[CUR2],60,Pulse,34360
6405,13,37,45,Terrain,Valeria,55,Flow,50162
6406,6,17,2,Terrain,Rocket,30,Flow,50760
6407,14,18,10,Terrain,Holo,39,Hyper,26585
6408,14,35,10,Terrain,Holo,40,Flow,52021
6409,6,19,23,Terrain,Toad,8,Pulse,39406
6410,14,18,39,Terrain,Exduo,45,Flow,39320
6411,9,14,5,Terrain,Dhampir,83,Flow,22698
6412,14,39,1,Terrain,Riso,24,Flow,45816
6413,7,7,10,Terrain,Mt Zuka,43,Pulse,28760
6414,7,2,9,Terrain,Intro Forest,0,Pulse,34069
6415,14,47,28,Terrain,Radiant,44,Flow,48012
6416,13,6,20,Terrain,Grove,64,Flow,38735
6417,18,3,2,Terrain,Alto,83,Pulse,49184
6418,13,27,2,Daydream,Grove,62,Flow,27338
6419,7,10,7,Terrain,Mt Zuka,46,Pulse,41866
6420,14,10,27,Daydream,Riso,35,Pulse,52843
6421,13,43,17,Terrain,Nightrose,70,Hyper,21632
6422,12,3,3,Terrain,Muxtai X1,66,Pulse,50468
6423,10,15,28,Terrain,[YUNA],30,Pulse,52870
6424,7,2,10,Terrain,Zerinia,49,Pulse,45286
6425,13,10,9,Terrain,Hypermage,46,Flow,26666
6426,13,12,33,Terrain,Mecha,32,Pulse,32967
6427,13,24,7,Terrain,Mecha,22,Flow,31300
6428,11,0,15,Terrain,[MENU],24,Flow,26236
6429,13,36,36,Terrain,Dynacrypts,51,Flow,53134
6430,10,9,3,Terrain,[YUNA],32,Flow,50579
6431,6,22,7,Terrain,Toad,10,Flow,24593
6432,14,0,26,Terrain,Exduo,50,Flow,48675
6433,15,8,20,Terrain,Linosim,56,Flow,34293
6434,13,45,28,Terrain,Hypermage,62,Pulse,35418
6435,14,16,18,Terraform,Hyphae,52,Pulse,24838
6436,13,5,4,Terrain,Grove,60,Flow,45237
6437,16,23,13,Terrain,Greysunn,62,Flow,29892
6438,13,6,13,Terrain,Hypermage,51,Flow,52644
6439,11,4,3,Terrain,[DARK],16,Flow,50795
6440,10,18,25,Terrain,[NEON],73,Flow,27562
6441,13,17,11,Terrain,Hypermage,4,Flow,49079
6442,14,15,42,Terrain,Riso,22,Flow,45221
6443,10,20,28,Terrain,[NEON],69,Pulse,48590
6444,8,14,6,Terrain,Akileaf,6,Flow,30110
6445,6,23,5,Terrain,Angel,25,Pulse,41123
6446,13,42,27,Terrain,Dynacrypts,63,Pulse,52412
6447,7,5,22,Terrain,Jadeite,14,Flow,49114
6448,6,3,15,Terrain,Ender,38,Hyper,52670
6449,16,6,7,Terrain,Blossom,32,Flow,38507
6450,10,2,31,Terrain,[SEP],53,Flow,49232
6451,7,0,14,Terrain,Mt Zuka,12,Flow,42556
6452,14,13,24,Terrain,Exduo,44,Flow,49807
6453,13,21,47,Terrain,Arc,42,Flow,21144
6454,18,6,6,Terrain,Alto,90,Pulse,27961
6455,11,19,12,Terrain,[BOSS],90,Pulse,26328
6456,14,23,43,Terrain,Exduo,59,Pulse,49306
6457,8,21,17,Terrain,Everglades,18,Pulse,44752
6458,10,0,24,Terrain,[SEP],61,Hyper,34899
6459,13,15,12,Terrain,Hypermage,72,Flow,37470
6460,15,11,15,Terrain,Blushing,37,Pulse,22860
6461,6,22,1,Terrain,Bubble,20,Pulse,49321
6462,14,42,25,Terrain,Riso,50,Pulse,48483
6463,9,11,10,Terrain,Dhampir,55,Flow,48868
6464,14,7,9,Terrain,Exduo,36,Flow,28053
6465,13,43,29,Terrain,Arc,63,Flow,35077
6466,9,11,3,Terrain,Dhampir,83,Hyper,38132
6467,9,11,5,Terrain,Wastelands,0,Flow,46245
6468,3,4,3,Terrain,Kairo,72,Pulse,33350
6469,13,43,42,Terrain,Dynacrypts,9,Flow,41452
6470,14,38,6,Terrain,Radiant,31,Pulse,52209
6471,11,4,7,Terrain,[DARK],14,Pulse,46457
6472,11,9,13,Terrain,[BLOOD],91,Pulse,37158
6473,13,1,32,Terrain,Arc,48,Flow,31590
6474,13,37,1,Terrain,Arc,38,Flow,50643
6475,14,47,46,Terrain,Riso,23,Pulse,46490
6476,14,27,6,Terrain,Mirage,43,Flow,50391
6477,6,22,0,Terrain,Angel,3,Pulse,46688
6478,13,32,36,Terrain,Nightrose,54,Flow,46529
6479,13,28,27,Terrain,Hypermage,59,Pulse,45867
6480,10,20,22,Origin Daydream,[YUNA],83,Flow,40690
6481,11,14,30,Terrain,[BLOOD],50,Flow,38987
6482,16,21,1,Terrain,Ouallada,46,Hyper,36701
6483,5,2,10,Terrain,Xleph,91,Pulse,50668
6484,14,30,40,Terrain,Holo,38,Flow,39240
6485,10,2,18,Terrain,[CUR2],23,Flow,14085
6486,16,14,20,Terrain,Ouallada,56,Flow,36757
6487,14,38,7,Terrain,Radiant,67,Flow,46269
6488,14,20,21,Terrain,Holo,50,Pulse,52880
6489,11,11,23,Terrain,[DARK],47,Pulse,27424
6490,13,4,31,Terrain,Hypermage,62,Pulse,25351
6491,7,22,7,Terrain,Zerinia,7,Flow,53152
6492,17,3,3,Terrain,Alto,79,Pulse,34963
6493,8,20,2,Terrain,Kippsun,61,Pulse,27634
6494,3,7,3,Terrain,Kairo,24,Flow,44964
6495,6,12,17,Terrain,Mori,4,Pulse,14982
6496,13,3,15,Terrain,Hypermage,46,Pulse,11433
6497,15,7,19,Terrain,pfpfpfpbbx80,27,Flow,41200
6498,14,27,11,Terrain,Radiant,36,Flow,44800
6499,13,39,24,Terrain,Dynacrypts,52,Pulse,48680
6500,13,7,2,Terrain,Hypermage,59,Flow,52319
6501,14,31,18,Terrain,Radiant,36,Flow,40603
6502,8,22,5,Terrain,Kippsun,31,Pulse,35407
6503,17,6,10,Terrain,Alto,77,Pulse,21732
6504,11,19,9,Terrain,[HOME],44,Flow,38707
6505,13,3,23,Terrain,Grove,59,Flow,31084
6506,15,16,11,Terrain,Blushing,44,Flow,34117
6507,11,30,13,Terrain,[BLOOD],32,Flow,35959
6508,13,17,40,Terrain,Hypermage,64,Hyper,52648
6509,15,21,16,Terrain,Avidana,80,Flow,42680
6510,13,2,45,Terrain,Nightrose,54,Pulse,19383
6511,14,47,15,Terrain,Holo,72,Flow,25375
6512,7,10,11,Terrain,Intro Forest,0,Flow,43156
6513,6,1,3,Daydream,Bubble,33,Hyper,39295
6514,13,34,8,Terrain,Nightrose,48,Pulse,4882
6515,13,33,1,Terrain,Hypermage,56,Flow,52229
6516,16,8,21,Terrain,Uwo,71,Hyper,53661
6517,14,46,19,Terrain,Shiro,59,Pulse,36122
6518,15,0,14,Terrain,Blushing,24,Flow,36375
6519,13,30,34,Terrain,Nightrose,65,Pulse,31283
6520,11,5,0,Terrain,[HOME],65,Flow,13736
6521,11,18,3,Terrain,[HOME],25,Flow,33236
6522,13,1,21,Terrain,Grove,43,Flow,51996
6523,16,23,19,Terrain,Ouallada,49,Pulse,42361
6524,10,10,31,Terrain,[SEP],13,Pulse,51483
6525,12,7,9,Terrain,Muxtai X1,38,Hyper,49825
6526,14,37,20,Terrain,Hyphae,21,Flow,35521
6527,13,6,6,Terrain,Grove,45,Flow,36104
6528,11,6,31,Terrain,[MENU],54,Flow,53712
6529,7,17,22,Terrain,Jadeite,44,Hyper,51891
6530,10,9,16,Terrain,[CUR2],46,Flow,43395
6531,16,15,1,Terrain,Treasure,64,Pulse,27736
6532,10,22,21,Terrain,[SEP],23,Pulse,45975
6533,10,17,20,Terrain,[CUR2],67,Flow,45583
6534,14,0,3,Terrain,Riso,21,Pulse,13609
6535,13,39,28,Terrain,Killscreen,60,Hyper,52278
6536,14,5,41,Terrain,Holo,30,Flow,49184
6537,14,17,30,Terrain,Radiant,45,Flow,48728
6538,13,6,3,Terrain,Nightrose,58,Pulse,46705
6539,7,21,0,Terrain,Zerinia,52,Flow,23171
6540,18,3,0,Terrain,Alto,86,Pulse,39755
6541,10,11,11,Terrain,[YUNA],51,Pulse,23630
6542,14,47,12,Terrain,Holo,35,Flow,36233
6543,4,12,15,Terrain,Kairo,52,Pulse,44954
6544,13,44,29,Terrain,Arc,47,Flow,28339
6545,14,35,1,Terrain,Riso,49,Flow,40045
6546,16,23,1,Terrain,Greysunn,56,Flow,52133
6547,16,22,9,Terrain,Mould,49,Flow,28224
6548,10,6,14,Terrain,[YUNA],68,Flow,32832
6549,4,12,0,Terrain,Kairo,58,Pulse,48931
6550,14,19,36,Terrain,Riso,48,Flow,49382
6551,12,0,10,Terrain,Palace,33,Flow,39310
6552,11,0,19,Terrain,[BLOOD],49,Flow,41152
6553,13,4,25,Terrain,Nightrose,4,Flow,46218
6554,10,15,16,Terrain,[MOON],68,Flow,37585
6555,16,19,15,Terrain,Ouallada,53,Pulse,27217
6556,11,7,23,Terrain,[BLOOD],18,Flow,47988
6557,13,21,6,Terrain,Mecha,62,Flow,38333
6558,14,8,40,Terrain,Holo,43,Flow,41901
6559,14,44,13,Terrain,Holo,44,Flow,45240
6560,10,10,9,Terrain,[SUN],3,Pulse,46487
6561,11,9,5,Terrain,[WEN],18,Pulse,26495
6562,13,5,41,Terrain,Mecha,60,Flow,36223
6563,7,6,20,Terrain,Zerinia,45,Flow,45445
6564,15,5,17,Terrain,Pepo,53,Hyper,37781
6565,14,24,23,Terrain,Holo,48,Flow,49426
